id,Company,TypeName,Inches,Ram,OpSys,Weight,ScreenWidth,ScreenHeight,Touchscreen,IPS,marca_cpu,velocidad_cpu,total_almacenamiento_gb,ssd,hdd,flash,GPU_Intel,GPU_AMD,GPU_Nvidia,Price_euros
967,7,3,15.6,6.0,5,2.04,1920,1080,0,0,0,2.9,0.0,0,0,0,0,1,0,549.99
423,4,3,14.0,4.0,5,1.76,1366,768,0,0,1,2.0,500.0,0,1,0,1,0,0,585.0
1221,0,3,14.0,4.0,5,1.6,1920,1080,0,0,1,1.1,32.0,0,0,1,1,0,0,329.0
1116,7,4,13.3,8.0,5,1.39,3200,1800,1,0,1,2.7,256.0,1,0,0,1,0,0,1149.0
947,2,3,15.6,8.0,5,2.0,1366,768,0,0,1,1.1,1024.0,0,1,0,1,0,0,399.0
178,10,4,14.0,8.0,5,1.17,2560,1440,0,1,1,2.5,512.0,1,0,0,1,0,0,1686.64
580,4,3,14.0,8.0,2,1.64,1920,1080,0,0,1,2.8,256.0,1,0,0,0,0,1,1089.0
370,4,3,15.6,8.0,5,2.0,1366,768,0,0,1,2.0,256.0,1,0,0,1,0,0,665.0
291,1,4,12.0,8.0,8,0.92,2304,1440,0,1,1,1.3,512.0,1,0,0,1,0,0,1510.0
652,0,3,17.3,4.0,5,3.0,1920,1080,0,1,1,2.7,1024.0,0,1,0,0,0,1,655.0
349,10,4,14.0,12.0,7,1.4,1920,1080,0,0,1,2.6,512.0,1,0,0,1,0,0,2299.0
23,1,4,13.3,8.0,8,1.34,1440,900,0,0,1,1.8,128.0,0,0,1,1,0,0,898.94
956,0,3,15.6,4.0,5,2.1,1366,768,0,0,1,2.0,128.0,1,0,0,1,0,0,449.0
996,7,3,17.3,8.0,5,2.65,1600,900,0,0,1,2.0,1024.0,0,1,0,1,0,0,544.15
1296,4,1,15.6,16.0,5,2.6,1920,1080,0,0,1,2.8,1152.0,1,1,0,0,0,1,1349.0
482,10,1,17.3,16.0,5,4.6,1920,1080,0,1,1,2.7,256.0,1,0,0,0,0,1,2749.99
650,0,3,15.6,4.0,2,2.1,1366,768,0,0,1,2.0,128.0,1,0,0,1,0,0,412.0
624,0,3,14.0,4.0,5,1.6,1366,768,0,0,1,1.6,128.0,0,0,1,1,0,0,349.0
888,7,0,13.3,8.0,5,1.26,1920,1080,1,1,1,1.6,256.0,1,0,0,1,0,0,1398.99
488,0,3,14.0,2.0,1,1.68,1366,768,0,0,1,1.6,32.0,0,0,1,1,0,0,330.0
1238,4,3,15.6,4.0,2,2.3,1920,1080,0,0,1,2.5,256.0,1,0,0,0,1,0,598.9
154,4,3,14.0,8.0,5,1.56,1920,1080,0,0,1,2.4,256.0,1,0,0,1,0,0,1229.0
381,2,0,12.5,4.0,1,1.2,1920,1080,1,0,1,0.9,64.0,0,0,1,1,0,0,669.0
512,10,4,14.0,8.0,5,1.13,1920,1080,0,1,1,2.7,256.0,0,0,1,1,0,0,2049.0
494,10,3,15.6,16.0,7,2.5,3840,2160,0,0,1,2.7,512.0,1,0,0,0,0,1,2370.0
742,4,0,15.6,4.0,5,2.08,1920,1080,1,1,1,2.3,1024.0,0,1,0,1,0,0,795.99
61,4,3,17.3,8.0,5,2.8,1920,1080,0,0,1,1.6,1152.0,1,1,0,0,1,0,1085.0
907,4,3,15.6,8.0,5,2.09,1920,1080,0,0,1,2.4,500.0,0,1,0,1,0,0,1046.44
308,11,1,17.3,16.0,5,4.14,1920,1080,0,0,1,2.7,1152.0,1,1,0,0,0,1,2199.0
72,2,3,15.6,4.0,5,2.2,1366,768,0,0,1,1.6,500.0,0,1,0,1,0,0,369.0
454,4,3,15.6,8.0,5,2.2,1920,1080,0,0,1,1.6,1024.0,0,1,0,0,1,0,675.0
978,11,1,17.3,16.0,5,2.43,3840,2160,0,1,1,2.6,2560.0,1,1,0,0,0,1,2649.0
581,12,3,14.0,4.0,5,1.45,1920,1080,0,1,1,1.1,32.0,1,0,0,1,0,0,389.0
1192,1,4,13.3,8.0,8,1.37,2560,1600,0,1,1,3.1,512.0,1,0,0,1,0,0,2040.0
1268,10,4,14.0,8.0,5,1.75,1920,1080,0,1,1,1.8,256.0,1,0,0,0,1,0,1215.38
1160,10,0,13.3,8.0,5,1.37,1920,1080,1,1,1,2.7,256.0,1,0,0,1,0,0,1757.42
1040,10,3,15.6,4.0,5,2.38,1366,768,0,0,1,2.5,500.0,0,1,0,1,0,0,1055.0
658,4,3,15.6,8.0,5,1.93,1920,1080,0,0,1,2.8,256.0,1,0,0,0,0,1,1369.0
1018,10,0,15.6,4.0,5,2.1,1920,1080,1,1,1,2.3,256.0,1,0,0,1,0,0,867.0
531,10,1,15.6,16.0,5,2.4,1920,1080,0,1,1,2.8,2304.0,1,1,0,0,0,1,1129.0
723,4,4,12.5,8.0,5,1.6,1920,1080,0,0,1,2.8,256.0,1,0,0,1,0,0,1690.0
1077,10,3,15.6,8.0,5,2.3,1920,1080,0,0,1,2.5,1152.0,1,1,0,0,0,1,819.0
877,2,4,13.3,8.0,5,1.2,1920,1080,0,1,1,0.9,512.0,1,0,0,1,0,0,729.0
645,7,3,15.6,4.0,5,1.86,1366,768,0,0,1,2.5,1024.0,0,1,0,1,0,0,488.69
342,7,3,15.6,4.0,5,1.86,1920,1080,0,0,1,2.0,1024.0,0,1,0,1,0,0,469.0
426,11,1,17.3,16.0,5,4.14,1920,1080,0,0,1,2.9,1536.0,1,1,0,0,0,1,2729.0
753,10,3,14.0,8.0,5,1.8,1920,1080,0,0,1,2.3,256.0,1,0,0,1,0,0,1191.0
261,13,4,13.5,8.0,6,1.252,2256,1504,1,0,1,2.8,256.0,1,0,0,1,0,0,1867.85
395,1,4,12.0,8.0,3,0.92,2304,1440,0,1,1,1.2,512.0,0,0,1,1,0,0,1165.0
766,10,3,15.6,4.0,4,1.9,1366,768,0,0,1,2.5,1024.0,0,1,0,1,0,0,489.9
209,4,0,15.0,4.0,5,2.08,1920,1080,1,0,1,2.4,500.0,0,1,0,1,0,0,509.0
1138,7,4,14.0,8.0,7,1.54,2560,1440,0,0,1,2.5,256.0,1,0,0,1,0,0,2198.19
64,10,4,14.0,8.0,5,1.96,1920,1080,0,1,1,2.8,256.0,1,0,0,0,0,1,1903.0
1161,2,0,13.3,6.0,5,1.5,1920,1080,1,0,1,2.5,1024.0,0,1,0,1,0,0,639.01
366,7,3,13.3,8.0,5,1.16,1920,1080,0,0,1,2.3,256.0,1,0,0,1,0,0,1690.0
92,0,3,15.6,4.0,5,2.4,1366,768,0,0,0,2.2,500.0,0,1,0,0,1,0,387.0
50,7,4,12.5,8.0,5,1.09,3840,2160,1,0,1,1.2,240.0,1,0,0,1,0,0,3100.0
656,16,4,13.3,8.0,5,1.2,1366,768,0,0,1,2.3,256.0,1,0,0,1,0,0,1095.0
606,10,3,14.0,2.0,5,1.5,1366,768,0,0,1,1.6,64.0,0,0,1,1,0,0,229.0
503,10,3,15.6,4.0,7,2.32,1920,1080,0,0,1,2.5,0.0,0,0,0,1,0,0,825.0
1288,4,3,15.6,4.0,5,2.18,1366,768,0,0,1,2.5,1024.0,0,1,0,0,1,0,684.99
1193,10,0,14.0,4.0,5,1.8,1920,1080,1,1,1,2.5,128.0,1,0,0,1,0,0,638.0
188,16,3,13.3,8.0,5,1.2,1920,1080,0,0,1,2.3,256.0,1,0,0,1,0,0,1213.0
945,4,0,13.3,8.0,5,1.24,1920,1080,1,0,1,1.2,256.0,1,0,0,1,0,0,1899.0
1024,7,3,15.6,4.0,5,1.86,1366,768,0,0,1,2.0,500.0,0,1,0,0,1,0,438.69
53,7,3,17.3,4.0,5,2.5,1920,1080,0,1,1,2.0,256.0,1,0,0,0,1,0,699.0
981,10,3,15.6,8.0,5,2.2,1920,1080,0,0,1,2.7,1024.0,0,1,0,0,0,1,899.0
1282,10,1,15.6,16.0,5,2.6,1920,1080,1,1,1,2.6,1152.0,1,1,0,0,0,1,1029.0
721,7,3,15.6,6.0,5,2.1,1920,1080,0,0,0,2.7,1024.0,0,1,0,0,1,0,529.0
441,4,3,15.6,4.0,2,2.18,1366,768,0,0,1,2.5,1024.0,0,1,0,1,0,0,521.86
1222,7,4,13.3,8.0,5,1.38,1920,1080,0,1,1,2.7,256.0,1,0,0,0,0,1,1119.0
992,4,3,15.6,8.0,5,2.18,1920,1080,0,0,1,2.7,256.0,1,0,0,0,0,1,1009.9
1271,2,0,11.6,2.0,5,1.1,1366,768,1,0,1,1.1,32.0,0,0,1,1,0,0,275.0
546,2,3,15.6,4.0,5,2.2,1366,768,0,0,1,1.6,500.0,0,1,0,1,0,0,369.0
541,7,3,14.0,8.0,7,1.43,1920,1080,0,0,1,2.3,256.0,1,0,0,1,0,0,1469.0
915,14,1,14.0,16.0,5,1.95,1920,1080,0,0,1,2.8,256.0,1,0,0,0,0,1,2599.0
543,10,0,13.3,8.0,5,1.37,1920,1080,1,1,1,2.5,512.0,1,0,0,1,0,0,1825.0
139,7,3,15.6,4.0,5,2.04,1366,768,1,0,1,1.6,1024.0,0,1,0,1,0,0,521.47
929,4,3,15.6,8.0,2,2.3,1366,768,0,0,1,2.7,1024.0,0,1,0,0,1,0,805.99
565,7,3,15.6,8.0,5,2.04,1366,768,0,0,1,2.7,2048.0,0,1,0,1,0,0,629.0
300,10,3,15.6,8.0,5,2.2,1366,768,0,0,1,2.5,256.0,1,0,0,1,0,0,597.0
960,7,3,15.6,4.0,4,1.86,1366,768,0,0,1,1.6,128.0,1,0,0,1,0,0,299.0
750,7,1,17.3,8.0,5,2.75,1920,1080,0,1,1,2.3,1152.0,1,1,0,0,0,1,1399.0
362,2,3,15.6,4.0,5,2.37,1366,768,0,0,1,2.7,256.0,1,0,0,1,0,0,849.9
808,16,4,13.3,16.0,5,1.36,1920,1080,1,0,1,2.5,512.0,1,0,0,1,0,0,1877.0
263,4,1,15.6,8.0,5,2.62,1920,1080,0,0,1,2.8,0.0,0,0,0,0,0,1,899.0
701,16,3,14.0,8.0,5,1.25,1920,1080,1,1,1,2.5,256.0,1,0,0,1,0,0,1535.0
549,0,2,11.6,4.0,5,1.4,1366,768,0,0,1,1.6,32.0,0,0,1,1,0,0,269.0
530,2,3,17.3,4.0,5,2.8,1366,768,0,0,1,1.1,1024.0,0,1,0,0,0,1,470.34
1010,10,3,14.0,8.0,5,1.87,1920,1080,0,1,1,2.5,256.0,1,0,0,0,0,1,857.07
382,10,1,15.6,8.0,4,2.4,1920,1080,0,1,1,2.5,256.0,1,0,0,0,0,1,779.0
80,4,3,15.6,8.0,5,2.04,3840,2160,1,1,1,2.3,256.0,1,0,0,0,0,1,2250.68
939,4,1,15.6,8.0,5,2.62,1920,1080,0,0,1,2.5,256.0,1,0,0,0,0,1,985.0
789,7,3,14.0,8.0,5,1.64,1920,1080,0,0,1,2.7,256.0,1,0,0,0,0,1,1185.43
1239,10,3,15.6,8.0,5,2.3,1920,1080,0,0,1,2.3,256.0,1,0,0,1,0,0,1049.6
871,7,3,15.6,8.0,5,1.84,1920,1080,0,0,1,2.7,256.0,1,0,0,1,0,0,1304.0
218,7,4,12.5,4.0,5,1.26,1920,1080,0,0,1,2.5,500.0,0,1,0,1,0,0,1539.0
1182,4,4,15.6,8.0,5,1.88,1920,1080,0,0,1,1.9,512.0,1,0,0,1,0,0,1298.0
928,7,3,15.6,8.0,5,1.91,1366,768,0,0,1,2.5,256.0,1,0,0,0,1,0,618.99
722,10,3,15.6,8.0,5,2.2,1366,768,0,0,1,2.0,1024.0,0,1,0,1,0,0,459.0
126,4,3,15.6,8.0,2,2.2,1920,1080,0,0,1,1.6,1024.0,0,1,0,0,1,0,647.0
486,10,0,14.0,16.0,5,1.42,2560,1440,1,0,1,2.7,512.0,1,0,0,1,0,0,2509.0
1230,16,3,15.6,8.0,5,2.2,1920,1080,0,1,1,2.5,256.0,1,0,0,0,0,1,1043.0
823,4,3,15.6,8.0,5,2.0,1920,1080,0,0,1,1.6,256.0,1,0,0,0,0,1,1142.75
1300,4,3,15.6,8.0,5,2.36,1920,1080,0,0,1,2.5,1024.0,0,1,0,0,1,0,638.8
1190,7,3,15.6,4.0,5,1.86,1366,768,0,0,1,2.0,500.0,0,1,0,1,0,0,439.0
401,0,3,15.6,4.0,5,2.1,1366,768,0,0,1,1.1,1024.0,0,1,0,1,0,0,363.51
427,1,4,13.3,8.0,8,1.37,2560,1600,0,1,1,2.3,128.0,1,0,0,1,0,0,1339.69
990,10,4,12.5,8.0,5,0.99,2560,1440,1,1,1,1.2,512.0,1,0,0,1,0,0,1399.0
1043,4,3,15.6,8.0,5,1.98,1920,1080,0,0,1,2.7,1024.0,0,1,0,0,0,1,961.0
720,10,3,17.3,16.0,7,2.4,3840,2160,0,1,1,2.7,512.0,1,0,0,0,0,1,2968.0
973,0,3,15.6,8.0,2,2.5,1920,1080,0,0,1,2.8,256.0,1,0,0,0,0,1,979.0
191,10,2,11.6,4.0,1,1.25,1366,768,0,0,1,1.6,16.0,1,0,0,1,0,0,265.0
96,7,1,17.3,16.0,5,3.78,1920,1080,0,1,1,2.8,1280.0,1,1,0,0,0,1,1498.0
1233,10,3,15.6,8.0,4,2.2,1920,1080,0,0,1,2.7,1024.0,0,1,0,0,0,1,659.01
526,17,3,14.0,4.0,5,1.22,1920,1080,0,0,1,1.1,32.0,0,0,1,1,0,0,202.9
1122,10,1,15.6,8.0,5,3.2,1920,1080,0,1,1,2.8,1280.0,1,1,0,0,0,1,1399.0
325,7,3,15.6,4.0,4,1.86,1366,768,0,0,1,2.0,500.0,0,1,0,1,0,0,364.9
315,10,3,15.6,8.0,5,2.6,1920,1080,0,1,1,2.6,1024.0,0,1,0,0,0,1,899.0
554,7,4,15.6,8.0,5,1.84,1920,1080,0,0,1,2.7,512.0,1,0,0,1,0,0,1389.0
902,7,4,15.6,8.0,7,1.88,1920,1080,0,0,1,2.5,256.0,1,0,0,1,0,0,2171.72
890,4,3,15.6,8.0,5,2.14,1366,768,0,0,1,2.5,1024.0,0,1,0,1,0,0,539.95
697,10,4,12.5,8.0,5,1.36,1920,1080,0,1,1,2.5,256.0,1,0,0,1,0,0,1429.0
709,2,1,15.6,16.0,5,2.2,1920,1080,0,0,1,2.8,1280.0,1,1,0,0,0,1,2449.0
130,11,1,15.6,16.0,5,2.4,1920,1080,0,0,1,2.8,1280.0,1,1,0,0,0,1,1294.0
972,0,0,13.3,8.0,5,1.6,1920,1080,1,1,1,1.6,256.0,1,0,0,1,0,0,999.0
333,4,1,17.3,32.0,5,4.42,1920,1080,0,1,1,2.8,2048.0,1,1,0,0,0,1,3588.8
1142,4,3,15.6,4.0,5,2.3,1920,1080,0,0,1,2.5,500.0,0,1,0,0,1,0,585.0
934,4,4,13.3,16.0,5,1.29,3200,1800,1,0,1,2.5,512.0,1,0,0,1,0,0,2240.0
520,4,3,17.3,8.0,5,2.8,1920,1080,0,0,1,1.8,1152.0,1,1,0,0,1,0,1142.0
1111,7,3,15.6,8.0,5,1.84,1920,1080,0,0,1,2.4,756.0,1,1,0,1,0,0,2103.34
256,2,3,14.0,8.0,5,2.0,1920,1080,0,0,1,2.7,1280.0,1,1,0,1,0,0,1334.0
156,4,0,12.5,8.0,5,1.34,1920,1080,1,0,1,2.5,256.0,1,0,0,1,0,0,1670.0
305,16,3,15.6,8.0,5,2.2,1366,768,0,0,1,2.5,500.0,0,1,0,0,0,1,812.0
169,0,3,15.6,4.0,1,2.2,1366,768,0,0,1,1.5,16.0,1,0,0,1,0,0,209.0
1254,4,1,17.3,16.0,5,4.36,3840,2160,0,1,1,2.8,1536.0,1,1,0,0,0,1,3154.0
1191,4,3,15.6,8.0,2,2.2,1920,1080,0,0,1,2.7,256.0,1,0,0,0,1,0,749.01
437,4,0,15.6,8.0,5,2.08,1920,1080,1,1,1,1.8,1024.0,0,1,0,1,0,0,819.0
1177,10,0,14.0,16.0,5,2.8,2560,1440,1,1,1,2.6,512.0,1,0,0,1,0,0,2440.0
377,4,3,15.6,8.0,5,2.0,1920,1080,0,0,1,2.8,256.0,1,0,0,0,0,1,1820.0
667,10,3,13.3,8.0,5,1.44,1920,1080,0,1,1,2.5,256.0,1,0,0,1,0,0,960.0
616,7,5,17.3,8.0,5,3.14,1920,1080,0,0,1,2.8,500.0,0,1,0,0,0,1,1907.99
1103,6,4,12.3,8.0,1,1.1,2400,1600,1,0,1,1.2,256.0,1,0,0,1,0,0,1559.0
2,7,4,14.0,8.0,5,1.48,1920,1080,0,0,1,2.7,512.0,1,0,0,1,0,0,2089.0
583,11,1,17.3,8.0,5,2.7,1920,1080,0,0,1,2.8,256.0,1,0,0,0,0,1,1349.0
1257,10,3,14.0,8.0,5,1.7,1920,1080,0,0,1,2.3,256.0,1,0,0,1,0,0,1186.0
848,4,3,15.6,4.0,5,2.18,1920,1080,0,0,1,2.5,1024.0,0,1,0,1,0,0,657.0
112,1,4,13.3,8.0,8,1.34,1440,900,0,0,1,1.8,256.0,0,0,1,1,0,0,1158.7
1013,0,3,15.6,8.0,5,2.2,1920,1080,0,1,1,1.8,256.0,1,0,0,0,0,1,841.0
1203,2,3,15.6,4.0,2,2.0,1920,1080,0,0,1,2.5,256.0,1,0,0,1,0,0,559.0
1166,4,3,17.3,8.0,5,2.8,1920,1080,0,1,1,1.6,1152.0,1,1,0,0,1,0,979.0
435,10,0,14.0,16.0,5,1.42,2560,1440,1,0,1,2.7,1024.0,1,0,0,1,0,0,2824.0
633,2,3,14.0,4.0,5,1.5,1920,1080,0,0,1,1.1,32.0,0,0,1,1,0,0,298.0
43,7,3,15.6,8.0,5,1.86,1920,1080,0,0,1,2.5,1024.0,0,1,0,1,0,0,639.0
825,16,3,13.3,4.0,5,1.05,1920,1080,0,0,1,2.5,128.0,1,0,0,1,0,0,1285.0
329,2,1,17.3,16.0,5,2.9,1920,1080,0,0,1,2.8,1280.0,1,1,0,0,0,1,2122.0
602,10,3,15.6,8.0,5,1.95,1920,1080,0,1,1,2.5,256.0,1,0,0,1,0,0,1390.0
878,10,4,12.5,8.0,5,1.3,1366,768,0,1,1,2.3,180.0,1,0,0,1,0,0,1099.0
70,10,3,17.3,8.0,5,3.4,1920,1080,0,1,1,2.8,256.0,1,0,0,0,0,1,2999.0
770,4,1,15.6,16.0,5,2.65,1920,1080,0,1,1,2.8,1152.0,1,1,0,0,0,1,1349.0
965,4,3,15.6,8.0,2,1.98,1920,1080,0,0,1,2.7,256.0,1,0,0,0,0,1,895.01
570,0,3,14.0,4.0,1,1.45,1366,768,0,0,1,1.6,32.0,0,0,1,1,0,0,375.0
282,10,3,14.0,2.0,5,1.5,1366,768,0,0,1,1.6,64.0,0,0,1,1,0,0,229.0
7,7,3,15.6,8.0,5,1.9,1920,1080,0,0,1,2.7,1024.0,0,1,0,0,1,0,1269.0
120,2,4,14.0,8.0,5,1.25,1920,1080,0,0,1,1.8,256.0,1,0,0,1,0,0,1099.0
189,2,1,15.6,16.0,5,2.2,1920,1080,0,1,1,2.8,1152.0,1,1,0,0,0,1,1449.0
301,2,4,14.0,16.0,5,1.3,1920,1080,0,0,1,1.8,512.0,1,0,0,0,0,1,1495.0
490,7,3,15.6,4.0,4,1.86,1366,768,0,0,1,2.5,500.0,0,1,0,1,0,0,393.9
913,4,3,15.6,8.0,2,2.3,1366,768,0,0,1,2.7,1024.0,0,1,0,0,1,0,805.99
296,7,0,14.0,4.0,5,1.63,1920,1080,1,1,1,2.4,128.0,1,0,0,0,0,1,699.0
1078,7,3,14.0,4.0,7,1.54,1920,1080,0,0,1,2.3,256.0,1,0,0,1,0,0,1099.99
577,4,3,15.6,4.0,7,2.24,1366,768,0,0,1,2.3,500.0,0,1,0,0,1,0,769.15
452,10,0,10.1,4.0,0,0.69,1920,1200,1,1,1,1.44,64.0,0,0,1,1,0,0,549.0
841,7,4,12.5,8.0,5,1.26,1920,1080,0,0,1,2.5,256.0,1,0,0,1,0,0,1349.0
356,4,1,17.3,16.0,5,4.42,2560,1440,0,1,1,2.9,1280.0,1,1,0,0,0,1,2799.0
267,10,3,15.6,8.0,4,2.2,1366,768,0,0,1,2.0,256.0,1,0,0,0,0,1,499.0
425,7,3,15.6,4.0,5,1.96,1366,768,0,0,1,1.6,1024.0,0,1,0,1,0,0,500.0
465,7,5,15.6,8.0,5,2.0,1920,1080,0,1,1,2.7,8.0,1,0,0,0,0,1,2249.0
755,8,4,13.0,8.0,5,1.05,2160,1440,0,1,1,2.5,256.0,1,0,0,1,0,0,1349.0
754,10,1,15.6,16.0,5,3.2,1920,1080,0,1,1,2.8,1536.0,1,1,0,0,0,1,1749.0
598,7,3,14.0,4.0,5,1.64,1366,768,0,0,1,2.4,500.0,0,1,0,1,0,0,684.0
48,7,3,15.6,8.0,5,2.1,1920,1080,0,0,1,1.6,1024.0,0,1,0,1,0,0,794.0
434,0,3,14.0,4.0,5,1.8,1920,1080,0,1,1,2.4,128.0,1,0,0,1,0,0,636.0
328,16,3,15.6,8.0,5,2.2,1920,1080,0,1,1,2.5,256.0,1,0,0,1,0,0,1399.0
1051,15,2,11.6,4.0,1,1.15,1366,768,0,0,1,1.6,16.0,0,0,1,1,0,0,269.0
248,16,3,15.6,4.0,5,2.1,1366,768,0,0,1,2.2,500.0,0,1,0,1,0,0,447.0
100,4,3,14.0,8.0,5,1.6,1920,1080,0,0,1,2.5,128.0,1,0,0,1,0,0,1119.0
575,10,3,15.6,4.0,4,1.9,1366,768,0,0,1,2.0,1024.0,0,1,0,0,1,0,368.0
561,4,3,15.6,8.0,2,2.2,1920,1080,0,0,1,1.6,256.0,1,0,0,0,1,0,677.35
814,10,3,15.6,8.0,5,2.3,1920,1080,0,0,1,2.3,256.0,1,0,0,1,0,0,1349.0
1028,10,3,14.0,8.0,4,1.7,1920,1080,0,1,1,2.7,256.0,1,0,0,1,0,0,599.0
453,10,1,15.6,8.0,5,2.5,1920,1080,0,1,1,2.8,1152.0,1,1,0,0,0,1,1189.0
68,4,3,15.6,4.0,2,2.18,1366,768,0,0,1,2.0,1024.0,0,1,0,1,0,0,443.9
729,4,1,15.6,8.0,5,2.65,1920,1080,0,0,1,2.5,1024.0,0,1,0,0,0,1,999.0
759,16,3,14.0,4.0,5,1.47,1920,1080,0,1,1,2.3,128.0,1,0,0,1,0,0,1105.0
359,10,0,14.0,8.0,5,1.7,1920,1080,1,0,1,2.5,256.0,1,0,0,1,0,0,999.0
493,10,4,14.0,24.0,5,1.32,2560,1440,0,0,1,2.7,512.0,1,0,0,1,0,0,2382.0
692,1,4,15.4,16.0,8,1.83,2880,1800,0,1,1,2.8,256.0,1,0,0,0,1,0,2439.97
24,11,1,17.3,16.0,5,2.7,1920,1080,0,0,1,2.8,1280.0,1,1,0,0,0,1,1492.8
856,4,5,15.6,16.0,5,2.8,3840,2160,0,0,1,3.0,1280.0,1,1,0,0,0,1,3055.0
704,4,3,15.6,2.0,5,2.2,1366,768,0,0,1,1.6,500.0,0,1,0,1,0,0,379.0
1171,10,3,15.6,4.0,5,2.1,1366,768,0,0,1,2.3,500.0,0,1,0,1,0,0,540.0
354,2,1,17.3,16.0,5,2.9,1920,1080,0,0,1,2.8,1280.0,1,1,0,0,0,1,1407.0
590,4,1,15.6,16.0,5,3.21,1920,1080,0,0,1,2.8,1280.0,1,1,0,0,0,1,2774.63
413,10,3,15.6,4.0,5,1.8,1920,1080,0,0,1,1.6,256.0,1,0,0,1,0,0,829.0
1157,4,3,15.6,4.0,2,2.2,1920,1080,0,0,1,2.0,256.0,1,0,0,0,1,0,485.0
0,4,4,13.3,8.0,5,1.3,3200,1800,0,0,1,2.5,256.0,1,0,0,1,0,0,1268.0
626,11,1,17.3,8.0,5,2.7,1920,1080,0,0,1,2.8,1152.0,1,1,0,0,0,1,1486.77
677,7,3,14.0,8.0,5,1.63,1920,1080,0,0,1,1.8,256.0,1,0,0,1,0,0,988.0
637,4,4,13.3,8.0,5,1.4,1920,1080,0,1,1,1.8,256.0,1,0,0,0,1,0,955.0
1211,7,3,15.6,4.0,5,2.31,1366,768,0,0,1,2.3,500.0,0,1,0,1,0,0,705.15
245,4,5,15.6,8.0,5,2.23,1920,1080,0,0,1,3.0,1088.0,0,1,1,0,0,1,1993.0
1094,10,0,14.0,4.0,5,1.8,1920,1080,1,1,1,2.5,128.0,1,0,0,1,0,0,638.0
388,4,3,15.6,16.0,5,2.06,1920,1080,0,0,1,2.8,512.0,1,0,0,0,0,1,1899.0
1280,10,0,13.9,8.0,5,1.38,1920,1080,1,1,1,2.7,256.0,1,0,0,1,0,0,1079.0
593,0,3,15.6,4.0,5,2.2,1920,1080,0,1,1,1.6,1024.0,0,1,0,0,0,1,613.0
352,2,1,17.3,8.0,5,3.2,1920,1080,0,0,0,3.0,1280.0,1,1,0,0,1,0,1299.0
955,4,3,15.6,4.0,5,2.2,1920,1080,0,0,1,2.0,256.0,1,0,0,0,1,0,498.9
713,10,3,14.0,8.0,5,1.9,1920,1080,0,1,1,2.5,256.0,1,0,0,1,0,0,938.0
379,7,3,15.6,8.0,5,2.1,1920,1080,0,1,1,2.4,1024.0,0,1,0,0,0,1,716.0
16,7,3,13.3,4.0,5,1.49,1920,1080,0,0,1,2.4,128.0,1,0,0,1,0,0,719.0
1005,7,3,15.6,8.0,5,1.84,1920,1080,0,0,1,2.5,256.0,1,0,0,1,0,0,1228.99
1053,10,3,15.6,4.0,5,2.2,1920,1080,0,0,1,1.1,128.0,1,0,0,1,0,0,349.0
669,10,0,13.9,8.0,5,1.38,1920,1080,1,1,1,2.7,256.0,1,0,0,1,0,0,1349.0
402,4,3,15.6,16.0,5,2.32,1920,1080,0,0,1,2.7,2048.0,0,1,0,0,1,0,989.99
849,1,4,12.0,8.0,3,0.92,2304,1440,0,1,1,1.1,256.0,0,0,1,1,0,0,1163.0
323,1,4,13.3,8.0,8,1.37,2560,1600,0,1,1,3.1,256.0,1,0,0,1,0,0,1803.6
615,7,3,13.3,4.0,1,1.29,3200,1800,0,0,1,1.5,32.0,0,0,1,1,0,0,615.0
389,10,3,15.6,8.0,5,2.3,1920,1080,0,0,1,2.5,256.0,1,0,0,1,0,0,830.0
1084,10,3,15.6,8.0,5,2.1,1920,1080,0,1,1,1.6,1280.0,1,1,0,0,1,0,1144.5
1261,11,1,15.6,16.0,5,2.8,1920,1080,0,1,1,2.8,1280.0,1,1,0,0,0,1,2099.0
562,4,3,17.3,8.0,2,2.83,1920,1080,0,0,1,2.7,1024.0,0,1,0,0,1,0,865.0
768,10,3,13.3,4.0,5,1.5,1920,1080,0,1,1,2.4,128.0,1,0,0,1,0,0,549.0
164,10,0,13.9,16.0,5,1.4,3840,2160,1,1,1,1.8,512.0,1,0,0,1,0,0,2099.0
525,10,3,14.0,4.0,1,1.5,1366,768,0,0,1,1.6,16.0,0,0,1,1,0,0,325.0
134,4,1,15.6,16.0,5,2.65,1920,1080,0,1,1,2.8,1280.0,1,1,0,0,0,1,1499.0
743,2,1,15.6,8.0,5,2.3,1920,1080,0,1,1,2.5,1152.0,1,1,0,0,0,1,1649.0
821,10,3,15.6,4.0,5,2.2,1920,1080,0,0,1,2.0,128.0,1,0,0,1,0,0,499.0
836,16,3,15.6,16.0,5,2.4,1920,1080,0,1,1,2.6,256.0,1,0,0,0,0,1,1975.0
824,4,0,11.6,4.0,5,1.47,1366,768,1,0,1,1.6,500.0,0,1,0,1,0,0,479.0
464,16,3,14.0,8.0,5,1.95,1920,1080,0,0,1,2.3,256.0,1,0,0,1,0,0,1180.0
410,4,3,15.6,16.0,5,2.3,1920,1080,0,0,1,2.7,256.0,1,0,0,0,1,0,1181.27
1302,10,3,15.6,8.0,5,2.1,1920,1080,0,1,1,1.8,256.0,1,0,0,0,1,0,1229.56
129,7,0,15.6,4.0,5,2.3,1366,768,1,0,1,2.5,500.0,0,1,0,1,0,0,684.8
